Date,Sun_Alt,Deviation_From_Ideal,Regulus_Alt,Is_Visible,Visibility_Delta_Sec,Moon_Alt,Moon_Illum_%,Venus_Az,Venus_Alt,Mars_Az,Mars_Alt,Jupiter_Az,Jupiter_Alt,Neptune_Az,Neptune_Alt,Saturn_Az,Saturn_Alt,Mercury_Az,Mercury_Alt,Uranus_Az,Uranus_Alt,Pluto_Az,Pluto_Alt,Sirius_Az,Sirius_Alt,Vega_Az,Vega_Alt,Mars_Delta_Sec
2024-01-16,-57.7587,51.2587,24.2990,True,0.0000,13.2343,35.2620,15.4661,-81.5821,289.1555,-74.2801,260.1949,41.0121,266.1825,1.0649,268.1769,-19.8250,308.9649,-78.5921,257.7400,54.0013,272.0728,-54.6024,157.4414,40.2402,347.0702,-19.6814,47797.3215
2024-01-17,-56.7699,50.2699,24.3021,True,0.0000,27.2865,46.3390,7.2726,-81.9166,288.1094,-73.5911,260.1906,41.0671,266.1822,1.0823,268.1670,-19.7246,304.6705,-77.7713,257.7465,53.9897,272.0652,-54.5737,157.4459,40.2414,347.0732,-19.6822,47546.2449
2024-01-18,-55.7766,49.2766,24.3017,True,0.0000,41.1097,57.3398,358.5361,-82.0761,287.1392,-72.8933,260.1829,41.1288,266.1797,1.1033,268.1549,-19.6198,300.8508,-76.8631,257.7496,53.9825,272.0554,-54.5415,157.4455,40.2412,347.0728,-19.6822,47313.3979
2024-01-19,-54.7823,48.2823,24.3013,True,0.0000,54.6792,67.7441,349.6504,-82.0489,286.2421,-72.1906,260.1744,41.1937,266.1772,1.1248,268.1427,-19.5142,297.4807,-75.8810,257.7524,53.9761,272.0455,-54.5092,157.4451,40.2410,347.0724,-19.6822,47098.1021
2024-01-20,-53.7873,47.2873,24.3009,True,0.0000,67.9897,77.1258,341.0225,-81.8365,285.4103,-71.4837,260.1652,41.2616,266.1747,1.1467,268.1304,-19.4079,294.5135,-74.8347,257.7549,53.9705,272.0357,-54.4770,157.4447,40.2408,347.0720,-19.6822,46898.4635
2024-01-21,-52.7915,46.2915,24.3005,True,0.0000,80.9646,85.1498,332.9936,-81.4524,284.6368,-70.7728,260.1552,41.3326,266.1721,1.1690,268.1179,-19.3008,291.9005,-73.7326,257.7570,53.9658,272.0258,-54.4447,157.4443,40.2406,347.0717,-19.6822,46712.8384
2024-01-22,-51.7951,45.2951,24.3001,True,0.0000,85.3497,91.5653,325.7724,-80.9184,283.9158,-70.0584,260.1445,41.4066,266.1694,1.1917,268.1054,-19.1930,289.5959,-72.5817,257.7590,53.9620,272.0159,-54.4125,157.4439,40.2404,347.0713,-19.6821,46539.7957
2024-01-23,-50.7982,44.2982,24.2996,True,0.0000,73.0138,96.2009,319.4308,-80.2587,283.2420,-69.3407,260.1330,41.4837,266.1667,1.2148,268.0927,-19.0845,287.5580,-71.3881,257.7606,53.9590,272.0060,-54.3802,157.4435,40.2402,347.0709,-19.6821,46378.0860
2024-01-24,-49.8007,43.3007,24.2992,True,0.0000,60.5441,98.9614,313.9407,-79.4970,282.6109,-68.6200,260.1207,41.5637,266.1639,1.2384,268.0800,-18.9753,285.7500,-70.1567,257.7619,53.9568,271.9960,-54.3480,157.4431,40.2401,347.0705,-19.6821,46226.6142
2024-01-25,-48.8028,42.3028,24.2988,True,0.0000,48.2235,99.8240,309.2197,-78.6535,282.0184,-67.8965,260.1077,41.6466,266.1611,1.2623,268.0671,-18.8654,284.1403,-68.8917,257.7629,53.9555,271.9860,-54.3159,157.4427,40.2399,347.0702,-19.6821,46084.4183
2024-01-26,-47.8044,41.3044,24.2984,True,0.0000,36.0660,98.8313,305.1655,-77.7451,281.4610,-67.1705,260.0939,41.7325,266.1582,1.2867,268.0541,-18.7549,282.7016,-67.5965,257.7636,53.9550,271.9760,-54.2837,157.4423,40.2397,347.0698,-19.6821,45950.6493
2024-01-27,-46.8093,40.3093,24.3016,True,0.0000,24.0670,96.0811,301.6866,-76.7880,280.9393,-66.4456,260.0820,41.8177,266.1573,1.3081,268.0430,-18.6474,281.4146,-66.2776,257.7671,53.9519,271.9682,-54.2553,157.4468,40.2410,347.0727,-19.6829,45825.4338
2024-01-28,-45.8102,39.3102,24.3012,True,0.0000,12.2109,91.7130,298.6698,-75.7866,280.4430,-65.7150,260.0667,41.9093,266.1543,1.3333,268.0298,-18.5356,280.2518,-64.9304,257.7672,53.9531,271.9581,-54.2233,157.4464,40.2408,347.0723,-19.6829,45706.3209
2024-01-29,-44.8109,38.3109,24.3008,True,0.0000,0.7600,85.8951,296.0481,-74.7518,279.9734,-64.9823,260.0507,42.0038,266.1512,1.3588,268.0165,-18.4233,279.2007,-63.5602,257.7670,53.9552,271.9481,-54.1913,157.4460,40.2407,347.0719,-19.6829,45593.6263
2024-01-30,-43.8112,37.3112,24.3004,True,0.0000,-11.4373,78.8130,293.7559,-73.6900,279.5284,-64.2476,260.0338,42.1010,266.1481,1.3847,268.0031,-18.3104,278.2471,-62.1688,257.7665,53.9582,271.9380,-54.1594,157.4456,40.2405,347.0715,-19.6829,45486.8194
2024-01-31,-42.8113,36.3113,24.3000,True,0.0000,-23.2324,70.6649,291.7394,-72.6060,279.1059,-63.5112,260.0162,42.2010,266.1449,1.4109,267.9897,-18.1969,277.3788,-60.7575,257.7656,53.9620,271.9279,-54.1276,157.4452,40.2403,347.0711,-19.6829,45385.4249
2024-02-01,-41.8113,35.3113,24.2996,True,0.0000,-35.1242,61.6631,289.9545,-71.5037,278.7042,-62.7729,259.9979,42.3038,266.1416,1.4375,267.9761,-18.0829,276.5856,-59.3275,257.7645,53.9667,271.9179,-54.0959,157.4448,40.2401,347.0707,-19.6829,45289.0161
2024-02-02,-40.8110,34.3110,24.2992,True,0.0000,-47.1907,52.0450,288.3652,-70.3861,278.3217,-62.0331,259.9788,42.4093,266.1383,1.4645,267.9624,-17.9683,275.8586,-57.8797,257.7630,53.9722,271.9078,-54.0643,157.4444,40.2400,347.0703,-19.6828,45197.2084
2024-02-03,-39.8106,33.3106,24.2988,True,0.0000,-59.5095,42.0902,286.9419,-69.2556,277.9569,-61.2917,259.9590,42.5175,266.1350,1.4919,267.9487,-17.8533,275.1903,-56.4149,257.7613,53.9786,271.8978,-54.0328,157.4440,40.2398,347.0699,-19.6828,45109.6548
2024-02-04,-38.8101,32.3101,24.2984,True,0.0000,-72.1416,32.1439,285.6605,-68.1141,277.6085,-60.5488,259.9384,42.6284,266.1316,1.5196,267.9349,-17.7377,274.5741,-54.9336,257.7592,53.9858,271.8877,-54.0013,157.4436,40.2396,347.0695,-19.6828,45026.0412
2024-02-05,-37.8094,31.3094,24.2981,True,0.0000,-84.9410,22.6377,284.5011,-66.9634,277.2753,-59.8046,259.9171,42.7418,266.1282,1.5477,267.9210,-17.6217,274.0045,-53.4364,257.7569,53.9939,271.8776,-53.9700,157.4432,40.2395,347.0691,-19.6827,44946.0825
2024-02-06,-36.8124,30.3124,24.3013,True,0.0000,-80.9240,14.0974,283.4508,-65.8081,276.9591,-59.0626,259.8976,42.8544,266.1268,1.5728,267.9090,-17.5089,273.4788,-51.9273,257.7574,53.9993,271.8698,-53.9425,157.4478,40.2407,347.0721,-19.6835,44870.1955
2024-02-07,-35.8117,29.3117,24.3009,True,0.0000,-67.0547,7.1225,282.4879,-64.6424,276.6533,-58.3158,259.8748,42.9731,266.1233,1.6015,267.8950,-17.3920,272.9881,-50.3992,257.7545,54.0091,271.8598,-53.9114,157.4474,40.2405,347.0717,-19.6835,44796.7808
2024-02-08,-34.8110,28.3110,24.3005,True,0.0000,-52.6600,2.3217,281.6049,-63.4706,276.3596,-57.5678,259.8512,43.0943,266.1197,1.6306,267.8808,-17.2747,272.5310,-48.8561,257.7513,54.0198,271.8497,-53.8805,157.4470,40.2404,347.0713,-19.6835,44726.3134
2024-02-09,-33.8104,27.3104,24.3001,True,0.0000,-37.9022,0.2073,280.7920,-62.2936,276.0775,-56.8188,259.8269,43.2180,266.1161,1.6600,267.8666,-17.1570,272.1044,-47.2981,257.7477,54.0313,271.8396,-53.8497,157.4466,40.2402,347.0709,-19.6835,44658.5983
2024-02-10,-32.8099,26.3099,24.2997,True,0.0000,-22.9202,1.0730,280.0410,-61.1120,275.8061,-56.0686,259.8018,43.3442,266.1124,1.6897,267.8523,-17.0390,271.7054,-45.7252,257.7439,54.0437,271.8295,-53.8191,157.4462,40.2401,347.0705,-19.6835,44593.4576
2024-02-11,-31.8096,25.3096,24.2993,True,0.0000,-7.8717,4.9068,279.3446,-59.9263,275.5447,-55.3175,259.7759,43.4729,266.1087,1.7197,267.8379,-16.9206,271.3314,-44.1375,257.7397,54.0569,271.8195,-53.7887,157.4458,40.2400,347.0700,-19.6835,44530.7287
2024-02-12,-30.8095,24.3095,24.2990,True,0.0000,7.2030,11.3826,278.6970,-58.7370,275.2928,-54.5655,259.7492,43.6040,266.1049,1.7500,267.8235,-16.8019,270.9803,-42.5349,257.7352,54.0709,271.8094,-53.7584,157.4454,40.2398,347.0696,-19.6834,44470.2616
2024-02-13,-29.8096,23.3096,24.2986,True,0.0000,21.8537,19.9364,278.0927,-57.5445,275.0497,-53.8125,259.7218,43.7374,266.1011,1.7806,267.8090,-16.6829,270.6501,-40.9174,257.7304,54.0858,271.7994,-53.7283,157.4451,40.2397,347.0692,-19.6834,44411.9172
2024-02-14,-28.8100,22.3100,24.2982,True,0.0000,36.2408,29.8889,277.5274,-56.3492,274.8149,-53.0587,259.6936,43.8732,266.0973,1.8115,267.7944,-16.5636,270.3390,-39.2848,257.7253,54.1015,271.7894,-53.6984,157.4447,40.2395,347.0688,-19.6833,44355.5660
2024-02-15,-27.8106,21.3106,24.2979,True,0.0000,50.2610,40.5611,276.9969,-55.1512,274.5879,-52.3040,259.6646,44.0113,266.0934,1.8427,267.7798,-16.4441,270.0457,-37.6370,257.7199,54.1181,271.7795,-53.6687,157.4443,40.2393,347.0684,-19.6833,44301.0877
2024-02-16,-26.8116,20.3116,24.2975,True,0.0000,63.8913,51.3494,276.4980,-53.9510,274.3682,-51.5486,259.6349,44.1517,266.0895,1.8741,267.7652,-16.3243,269.7686,-35.9739,257.7142,54.1354,271.7696,-53.6392,157.4439,40.2392,347.0680,-19.6832,44248.3705
2024-02-17,-25.8166,19.3166,24.3007,True,0.0000,77.1101,61.7560,276.0301,-52.7523,274.1579,-50.7960,259.6071,44.2907,266.0876,1.9025,267.7525,-16.2079,269.5086,-34.2988,257.7114,54.1501,271.7619,-53.6135,157.4485,40.2404,347.0709,-19.6840,44197.8884
2024-02-18,-24.8182,18.3182,24.3003,True,0.0000,88.0574,71.3864,275.5854,-51.5481,273.9516,-50.0391,259.5759,44.4355,266.0836,1.9344,267.7377,-16.0877,269.2605,-32.6044,257.7051,54.1691,271.7520,-53.5844,157.4481,40.2403,347.0705,-19.6839,44148.3847
2024-02-19,-23.8203,17.3203,24.3000,True,0.0000,76.9258,79.9331,275.1642,-50.3422,273.7515,-49.2814,259.5439,44.5824,266.0795,1.9666,267.7229,-15.9673,269.0254,-30.8940,257.6985,54.1889,271.7421,-53.5555,157.4478,40.2401,347.0701,-19.6839,44100.3543
2024-02-20,-22.8227,16.3227,24.2996,True,0.0000,64.5244,87.1576,274.7643,-49.1347,273.5571,-48.5231,259.5111,44.7314,266.0755,1.9991,267.7080,-15.8467,268.8025,-29.1676,257.6917,54.2095,271.7323,-53.5269,157.4474,40.2400,347.0697,-19.6839,44053.7151
2024-02-21,-21.8254,15.3254,24.2993,True,0.0000,52.2649,92.8769,274.3840,-47.9257,273.3683,-47.7641,259.4776,44.8826,266.0713,2.0318,267.6931,-15.7260,268.5911,-27.4249,257.6845,54.2309,271.7224,-53.4985,157.4470,40.2399,347.0693,-19.6838,44008.3909
2024-02-22,-20.8286,14.3286,24.2989,True,0.0000,40.1474,96.9563,274.0216,-46.7155,273.1846,-47.0045,259.4433,45.0357,266.0672,2.0647,267.6781,-15.6052,268.3903,-25.6659,257.6771,54.2531,271.7126,-53.4703,157.4466,40.2397,347.0688,-19.6838,43964.3109
2024-02-23,-19.8320,13.3320,24.2985,True,0.0000,28.1520,99.3073,273.6756,-45.5040,273.0059,-46.2442,259.4082,45.1909,266.0630,2.0978,267.6631,-15.4842,268.1998,-23.8903,257.6693,54.2761,271.7028,-53.4424,157.4463,40.2396,347.0684,-19.6837,43921.4092
2024-02-24,-18.8359,12.3359,24.2982,True,0.0000,16.2647,99.8878,273.3447,-44.2914,272.8318,-45.4833,259.3723,45.3481,266.0588,2.1311,267.6481,-15.3632,268.0189,-22.0982,257.6613,54.2998,271.6930,-53.4147,157.4459,40.2395,347.0680,-19.6837,43879.6244
2024-02-25,-17.8401,11.3401,24.2978,True,0.0000,4.5423,98.7020,273.0277,-43.0778,272.6621,-44.7218,259.3356,45.5073,266.0545,2.1647,267.6329,-15.2421,267.8473,-20.2896,257.6529,54.3244,271.6833,-53.3873,157.4455,40.2393,347.0676,-19.6837,43838.8990
2024-02-26,-16.8447,10.3447,24.2975,True,0.0000,-7.4286,95.7977,272.7236,-41.8632,272.4966,-43.9598,259.2982,45.6683,266.0502,2.1984,267.6178,-15.1209,267.6845,-18.4646,257.6443,54.3496,271.6736,-53.3601,157.4451,40.2392,347.0671,-19.6836,43799.1794
2024-02-27,-15.8532,9.3532,24.3008,True,0.0000,-19.2126,91.2628,272.4335,-40.6513,272.3373,-43.2008,259.2627,45.8277,266.0479,2.2290,267.6046,-15.0033,267.5324,-16.6270,257.6385,54.3721,271.6662,-53.3369,157.4497,40.2405,347.0700,-19.6844,43760.9489
2024-02-28,-14.8585,8.3585,24.3004,True,0.0000,-31.0311,85.2196,272.1522,-39.4350,272.1795,-42.4376,259.2236,45.9926,266.0436,2.2631,267.5894,-14.8821,267.3865,-14.7701,257.6293,54.3989,271.6566,-53.3102,157.4493,40.2403,347.0696,-19.6843,43723.0892
2024-03-01,-12.8702,6.3702,24.2997,True,0.0000,-54.9716,69.2542,271.6193,-37.0001,271.8747,-40.9097,259.1432,46.3277,266.0348,2.3318,267.5590,-14.6397,267.1190,-11.0115,257.6100,54.4547,271.6375,-53.2578,157.4486,40.2400,347.0688,-19.6841,43649.9167
2024-03-02,-11.8766,5.3766,24.2994,True,0.0000,-67.2137,59.7416,271.3664,-35.7817,271.7272,-40.1449,259.1018,46.4980,266.0303,2.3664,267.5437,-14.5185,266.9972,-9.1116,257.5999,54.4838,271.6280,-53.2321,157.4482,40.2399,347.0683,-19.6841,43614.5214
2024-03-03,-10.8833,4.3833,24.2990,True,0.0000,-79.6840,49.5623,271.1216,-34.5626,271.5828,-39.3798,259.0595,46.6700,266.0259,2.4012,267.5284,-14.3973,266.8833,-7.1995,257.5896,54.5135,271.6186,-53.2066,157.4479,40.2398,347.0679,-19.6840,43579.8688
2024-03-04,-9.8904,3.3904,24.2987,True,0.0000,-86.7305,39.0704,270.8844,-33.3430,271.4413,-38.6141,259.0165,46.8438,266.0214,2.4361,267.5131,-14.2762,266.7773,-5.2768,257.5790,54.5440,271.6092,-53.1814,157.4475,40.2396,347.0675,-19.6839,43545.9229
2024-03-05,-8.8979,2.3979,24.2983,True,0.0000,-73.8146,28.7170,270.6542,-32.1228,271.3027,-37.8480,258.9726,47.0192,266.0169,2.4711,267.4978,-14.1552,266.6793,-3.3457,257.5681,54.5752,271.5999,-53.1566,157.4472,40.2395,347.0671,-19.6839,43512.6496
2024-03-06,-7.9057,1.4057,24.2980,True,0.0000,-60.0585,19.0620,270.4306,-30.9022,271.1667,-37.0815,258.9280,47.1963,266.0124,2.5063,267.4824,-14.0343,266.5894,-1.4086,257.5569,54.6071,271.5906,-53.1321,157.4468,40.2394,347.0667,-19.6838,43480.0168
2024-03-07,-6.9140,0.4140,24.2977,True,0.0000,-45.8068,10.7561,270.2132,-29.6812,271.0333,-36.3147,258.8825,47.3751,266.0078,2.5416,267.4670,-13.9135,266.5078,0.9354,257.5455,54.6397,271.5813,-53.1078,157.4465,40.2393,347.0663,-19.6837,43447.9944
2024-03-08,-5.9227,0.5773,24.2973,True,0.0000,-31.1221,4.4779,270.0015,-28.4598,270.9023,-35.5474,258.8361,47.5555,266.0032,2.5770,267.4516,-13.7928,266.4348,2.7197,257.5338,54.6730,271.5721,-53.0840,157.4461,40.2392,347.0658,-19.6837,43416.5541
2024-03-09,-4.9355,1.5645,24.3006,True,0.0000,-16.1096,0.8223,269.7971,-27.2417,270.7757,-34.7835,258.7918,47.7339,266.0007,2.6091,267.4382,-13.6759,266.3726,4.5755,257.5250,54.7034,271.5651,-53.0640,157.4506,40.2405,347.0687,-19.6844,43386.1789
2024-03-10,-3.9451,2.5549,24.3003,True,0.0000,-0.2850,0.1682,269.5957,-26.0197,270.6493,-34.0156,258.7438,47.9174,265.9961,2.6447,267.4228,-13.5556,266.3174,6.4594,257.5127,54.7381,271.5560,-53.0408,157.4503,40.2403,347.0683,-19.6844,43355.8251
2024-03-11,-2.9553,3.5447,24.3000,True,0.0000,14.3617,2.5782,269.3990,-24.7975,270.5249,-33.2475,258.6949,48.1024,265.9914,2.6804,267.4074,-13.4355,266.2716,8.3448,257.5001,54.7734,271.5469,-53.0180,157.4499,40.2402,347.0679,-19.6843,43325.9801
2024-09-20,-3.1025,3.3975,24.3014,True,0.0000,31.1661,93.7843,83.0752,-31.5669,110.8458,74.2906,204.9785,81.7124,265.7173,3.9982,266.3901,-9.6141,86.3648,6.3088,254.3715,61.7725,271.2728,-54.7738,157.4421,40.2449,347.0630,-19.6725,5002.9866
2024-09-21,-4.0707,2.4293,24.3010,True,0.0000,46.1641,86.7368,82.9290,-32.7776,109.9539,73.7879,204.6021,81.7396,265.7202,3.9720,266.3982,-9.6865,86.1594,4.5106,254.3793,61.7578,271.2746,-54.7831,157.4415,40.2447,347.0627,-19.6724,4788.9394
2024-09-22,-5.0394,1.4606,24.3005,True,0.0000,60.8295,77.8199,82.7794,-33.9879,109.1179,73.2846,204.2421,81.7650,265.7232,3.9459,266.4063,-9.7585,85.9643,2.7409,254.3875,61.7424,271.2763,-54.7921,157.4409,40.2445,347.0625,-19.6723,4588.3031
2024-09-23,-6.0087,0.4913,24.3001,True,0.0000,75.0621,67.7165,82.6260,-35.1978,108.3329,72.7811,203.8992,81.7888,265.7262,3.9198,266.4145,-9.8299,85.7784,1.0421,254.3962,61.7262,271.2780,-54.8006,157.4403,40.2443,347.0623,-19.6722,4399.8921
2024-09-24,-6.9786,0.4786,24.2997,True,0.0000,88.1808,57.0727,82.4685,-36.4074,107.5944,72.2779,203.5739,81.8109,265.7291,3.8937,266.4226,-9.9007,85.6009,-1.1866,254.4053,61.7093,271.2795,-54.8086,157.4397,40.2442,347.0621,-19.6721,4222.6488
2024-09-25,-7.9492,1.4492,24.2993,True,0.0000,77.5396,46.4427,82.3066,-37.6165,106.8985,71.7753,203.2666,81.8314,265.7321,3.8677,266.4308,-9.9708,85.4311,-3.0194,254.4147,61.6916,271.2810,-54.8163,157.4391,40.2440,347.0619,-19.6721,4055.6282
2024-09-26,-8.9203,2.4203,24.2989,True,0.0000,64.5720,36.2752,82.1399,-38.8252,106.2416,71.2736,202.9779,81.8504,265.7351,3.8417,266.4390,-10.0404,85.2679,-4.8446,254.4246,61.6732,271.2825,-54.8235,157.4385,40.2438,347.0617,-19.6720,3897.9844
2024-09-27,-9.8883,3.3883,24.3021,True,0.0000,51.9112,26.9242,81.9705,-40.0299,105.6255,70.7765,202.7336,81.8664,265.7402,3.8122,266.4492,-10.1128,85.1130,-6.6571,254.4388,61.6506,271.2860,-54.8339,157.4428,40.2451,347.0648,-19.6728,3750.1280
2024-09-28,-10.8606,4.3606,24.3016,True,0.0000,39.5161,18.6693,81.7930,-41.2377,105.0375,70.2774,202.4834,81.8824,265.7432,3.7864,266.4573,-10.1809,84.9613,-8.4627,254.4494,61.6308,271.2873,-54.8403,157.4422,40.2449,347.0646,-19.6727,3608.9938
2024-09-29,-11.8334,5.3334,24.3012,True,0.0000,27.3410,11.7328,81.6094,-42.4450,104.4799,69.7800,202.2529,81.8968,265.7462,3.7606,266.4655,-10.2482,84.8142,-10.2570,254.4604,61.6103,271.2884,-54.8462,157.4416,40.2447,347.0644,-19.6727,3475.1814
2024-09-30,-12.8068,6.3068,24.3008,True,0.0000,15.3475,6.2917,81.4191,-43.6517,103.9506,69.2845,202.0426,81.9098,265.7492,3.7348,266.4736,-10.3147,84.6713,-12.0393,254.4718,61.5891,271.2895,-54.8516,157.4410,40.2446,347.0641,-19.6726,3348.1341
2024-10-01,-13.7807,7.2807,24.3004,True,0.0000,3.5999,2.4826,81.2215,-44.8579,103.4473,68.7911,201.8527,81.9214,265.7522,3.7092,266.4816,-10.3803,84.5320,-13.8089,254.4836,61.5672,271.2906,-54.8566,157.4404,40.2444,347.0639,-19.6726,3227.3475
2024-10-02,-14.7551,8.2551,24.3000,True,0.0000,-8.4136,0.4010,81.0161,-46.0634,102.9682,68.3000,201.6836,81.9316,265.7552,3.6837,266.4897,-10.4451,84.3956,-15.5656,254.4956,61.5446,271.2915,-54.8612,157.4398,40.2442,347.0637,-19.6725,3112.3642
2024-10-03,-15.7301,9.2301,24.2996,True,0.0000,-20.1645,0.0993,80.8020,-47.2683,102.5115,67.8114,201.5355,81.9403,265.7582,3.6584,266.4977,-10.5089,84.2617,-17.3092,254.5081,61.5213,271.2924,-54.8652,157.4392,40.2440,347.0634,-19.6725,3002.7676
2024-10-04,-16.7055,10.2055,24.2991,True,0.0000,-31.8889,1.5841,80.5785,-48.4725,102.0757,67.3255,201.4085,81.9477,265.7612,3.6331,266.5056,-10.5718,84.1298,-19.0394,254.5208,61.4974,271.2932,-54.8689,157.4386,40.2439,347.0632,-19.6724,2898.1788
2024-10-05,-17.6814,11.1814,24.2987,True,0.0000,-43.6186,4.8162,80.3447,-49.6760,101.6594,66.8424,201.3031,81.9537,265.7642,3.6080,266.5136,-10.6337,83.9995,-20.7563,254.5340,61.4728,271.2940,-54.8720,157.4380,40.2437,347.0630,-19.6724,2798.2516
2024-10-06,-18.6577,12.1577,24.2983,True,0.0000,-55.3894,9.7125,80.0996,-50.8786,101.2611,66.3623,201.2192,81.9584,265.7672,3.5831,266.5215,-10.6945,83.8702,-22.4599,254.5474,61.4476,271.2947,-54.8747,157.4374,40.2435,347.0627,-19.6723,2702.6695
2024-10-07,-19.6309,13.1309,24.3015,True,0.0000,-67.2378,16.1490,79.8451,-52.0768,100.8834,65.8889,201.1830,81.9605,265.7723,3.5548,266.5314,-10.7579,83.7438,-24.1468,254.5650,61.4183,271.2974,-54.8806,157.4417,40.2447,347.0659,-19.6730,2612.0092
